HomePlanet,CryoSleep,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,group,Age_norm,RoomService_norm,FoodCourt_norm,ShoppingMall_norm,Spa_norm,VRDeck_norm,Transported
2.0,0.0,37.0,46.0,83.0,738.0,0.0,12.0,73,0.569939726743021,-0.2706983439468217,-0.2348980991245421,0.9445026645441519,-0.27625565957730913,-0.257553152973571,False
1.0,0.0,42.0,1.0,8397.0,0.0,0.0,506.0,74,0.9185218552660995,-0.3389045891919063,4.976013585822536,-0.2908364166720504,-0.27625565957730913,0.1782647300675743,True
2.0,0.0,27.0,147.0,0.0,1018.0,0.0,0.0,76,-0.12722453030313602,-0.11761321573007619,-0.2869194690849231,1.4131949988809225,-0.27625565957730913,-0.26813982219724253,True
2.0,0.0,28.0,14.0,0.0,1295.0,0.0,0.0,77,-0.05750810459852031,-0.31920056278777076,-0.2869194690849231,1.8768656296355133,-0.27625565957730913,-0.26813982219724253,True
1.0,0.0,38.0,0.0,5840.0,0.0,321.0,9654.0,78,0.6396561524476366,-0.340420283530686,3.3733793329467026,-0.2908364166720504,0.009005107415523813,8.248835568246516,False
0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,81,-1.103254490167756,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
2.0,0.0,42.0,7406.0,0.0,0.0,0.0,0.0,82,0.9185218552660995,10.884811989471464,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,82,-1.8701351729185285,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,82,-1.4518366186908342,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,24.0,688.0,0.0,0.0,0.0,17.0,84,-0.3363738074169831,0.702377421549719,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.25314204079704117,True
1.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,85,0.7790890038568681,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,43.0,211.0,0.0,0.0,638.0,513.0,86,0.9882382809707152,-0.02060877804817805,-0.2869194690849231,-0.2908364166720504,0.2907112231062654,0.18444028711471602,False
2.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,88,1.1276711323799467,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,90,0.43050687533378956,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,26.0,212.5747350442585,0.0,0.0,0.0,0.0,91,-0.19694095600775172,-0.018221961056517525,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,27.0,1.0,697.0,31.0,188.0,0.0,91,-0.12722453030313602,-0.3389045891919063,0.14993468588357747,-0.23894547965619367,-0.10918704837901445,-0.26813982219724253,False
0.0,0.0,19.0,0.0,0.0,670.0,1.0,34.0,92,-0.6849559359400617,-0.340420283530686,-0.2869194690849231,0.8306773833480791,-0.27536699675178633,-0.23814425939683984,False
0.0,1.0,0.0,0.0,0.0,164.9594854502562,0.0,0.0,92,-2.00956802432776,-0.340420283530686,-0.2869194690849231,-0.014710537005360715,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,92,-1.8004187472139128,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
1.0,0.0,54.0,0.0,1208.0,0.0,3.0,637.0,97,1.755118963721488,-0.340420283530686,0.4702108310613447,-0.2908364166720504,-0.2735896711007406,0.2938358690926553,False
0.0,0.0,26.0,0.0,856.0,5.0,32.0,0.0,98,-0.19694095600775172,-0.340420283530686,0.24959008134984947,-0.28246691070175095,-0.24781844916057816,-0.26813982219724253,False
0.0,0.0,26.0,0.0,2811.0,957.0,0.0,87.0,98,-0.19694095600775172,-0.340420283530686,1.4749127111395461,1.3110870260432688,-0.27625565957730913,-0.19138647032562384,True
0.0,0.0,23.0,311.0,427.0,526.0,37.0,0.0,99,-0.4060902331215988,0.1309606558297878,-0.01929145736103537,0.5896356114034542,-0.24337513503296393,-0.26813982219724253,False
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,99,-1.8701351729185285,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,101,0.1516411725153268,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,18.0,0.0,0.0,0.0,830.0,91.0,102,-0.7546723616446773,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,0.46133448560665147,-0.1878575805844,False
0.0,0.0,24.0,0.0,272.6867282436321,0.0,0.0,17.0,103,-0.3363738074169831,-0.340420283530686,-0.11600938266025011,-0.2908364166720504,-0.27625565957730913,-0.25314204079704117,True
0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,103,-1.3821201929862186,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,103,-1.5912694701000656,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,27.0,0.0,0.0,570.0,2.0,131.0,105,-0.12722453030313602,-0.340420283530686,-0.2869194690849231,0.6632872639420896,-0.2744783339262635,-0.1525686831721615,False
2.0,0.0,21.0,1743.0,5.0,17.0,0.0,0.0,107,-0.5455230845308302,2.3014349489622585,-0.28378565161743025,-0.2623800963730322,-0.27625565957730913,-0.26813982219724253,False
0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,108,-0.4060902331215988,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,31.0,562.0,0.0,326.0,0.0,0.0,108,0.1516411725153268,0.5113999348634821,-0.2869194690849231,0.2548553725914753,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,-2.00956802432776,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
1.0,0.0,32.0,0.0,410.0,6.0,3929.0,764.0,110,0.2213575982199425,-0.340420283530686,-0.029946436750510994,-0.28079300950769104,3.2153005819019453,0.4058781183765125,False
1.0,0.0,40.0,0.0,331.0,0.0,0.0,1687.0,110,0.7790890038568681,-0.340420283530686,-0.07946075273689772,-0.2908364166720504,-0.27625565957730913,1.2201694261639155,False
1.0,0.0,42.0,2209.0,11418.0,0.0,1868.0,445.0,110,0.9185218552660995,3.0077485108335797,6.869466099681705,-0.2908364166720504,1.3837664984993636,0.1244491615139106,True
1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,110,-0.05750810459852031,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
1.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,111,0.01220832110609539,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
1.0,0.0,48.0,0.0,2537.0,87.0,17.0,13.0,112,1.3368204094937937,-0.340420283530686,1.303179513920939,-0.14520701278883957,-0.2611483915434208,-0.256670930538265,True
0.0,0.0,64.0,0.0,0.0,804.0,0.0,0.0,113,2.4522832207676446,-0.340420283530686,-0.2869194690849231,1.0549801433521049,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,27.0,82.0,157.0,429.0,238.0,1.0,114,-0.12722453030313602,-0.216133347750754,-0.1885176006056482,0.42726719557964443,-0.06475390710287225,-0.2672575997619366,False
2.0,0.0,26.0,0.0,0.0,0.0,0.0,204.11054665223753,115,-0.19694095600775172,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.08806891865807435,True
1.0,0.0,33.0,1.0,2223.0,0.0,12.0,404.0,116,0.29107402392455817,-0.3389045891919063,1.1063757769623894,-0.2908364166720504,-0.265591705671035,0.08827804166636614,True
0.0,0.0,39.0,0.0,2344.0,0.0,65.0,6898.0,119,0.7093725781522524,-0.340420283530686,1.1822141596757159,-0.2908364166720504,-0.2184925759183243,5.8174305365432835,False
1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,119,-1.103254490167756,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,1.0,24.0,0.0,0.0,0.0,0.0,195.25514407621503,120,-0.3363738074169831,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.09588135348430761,True
0.0,0.0,29.0,0.0,0.0,0.0,699.0,74.0,122,0.01220832110609539,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,0.3449196554631589,-0.20285536198460133,False
0.0,0.0,18.0,55.0,597.0,49.0,0.0,1.0,123,-0.7546723616446773,-0.25705709489780476,0.08725833653372086,-0.20881525816311558,-0.27625565957730913,-0.2672575997619366,False
2.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,126,2.6614324978814916,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,0.0,35.0,701.0,0.0,296.0,0.0,25.0,127,0.43050687533378956,0.7220814479538546,-0.2869194690849231,0.20463833676967844,-0.27625565957730913,-0.2460842613145935,False
2.0,0.0,61.0,2353.0,334.0,9.0,316.0,2.0,128,2.2431339436537976,3.2260084956178505,-0.07758046225640201,-0.27577130592551136,0.004561793287909593,-0.26637537732663064,False
2.0,0.0,45.0,2103.0,6.0,0.0,0.0,0.0,128,1.1276711323799467,2.847084910922936,-0.2831588881239317,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,1.0,22.0,0.0,0.0,165.0309588987787,0.0,0.0,129,-0.4758066588262145,-0.340420283530686,-0.2869194690849231,-0.014590897514535352,-0.27625565957730913,-0.26813982219724253,True
2.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,133,-0.6849559359400617,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,0.0,36.0,2738.0,0.0,0.0,0.0,0.0,133,0.5002233010384053,3.8095508160480187,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,19.0,0.0,14.0,730.0,0.0,0.0,134,-0.6849559359400617,-0.340420283530686,-0.27814478017594313,0.9311114549916727,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,47.0,97.0,418.0,126.0,25.0,55.0,136,1.267103983789178,-0.1933979326690591,-0.024932328802522465,-0.07992486622050368,-0.25403908893923804,-0.2196175882554146,False
0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,138,-1.103254490167756,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,34.0,0.0,22.0,0.0,564.0,207.0,138,0.3607904496291739,-0.340420283530686,-0.2731306722279546,-0.2908364166720504,0.22495017401757494,-0.08551977808890839,False
1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,139,0.43050687533378956,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,140,-0.3363738074169831,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,26.0,440.0,0.0,0.0,0.0,462.0,140,-0.19694095600775172,0.32648522553236375,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,0.13944694291411194,False
2.0,0.0,31.0,232.64060609538066,0.0,97.0,0.0,0.0,141,0.1516411725153268,0.012191766098350987,-0.2869194690849231,-0.12846800084824062,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,20.0,0.0,420.0,210.0,0.0,0.0,144,-0.6152395102354459,-0.340420283530686,-0.023678801815525334,0.06068283408052748,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,146,1.8945518151307192,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,147,1.476253260903025,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,0.0,42.0,1072.0,0.0,10.0,0.0,76.0,148,0.9185218552660995,1.2844040476411078,-0.2869194690849231,-0.27409740473145144,-0.27625565957730913,-0.2010909171139894,False
0.0,1.0,27.349953357930666,0.0,0.0,0.0,0.0,0.0,149,-0.10282703302488197,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,151,0.6396561524476366,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,41.0,0.0,0.0,0.0,0.0,607.0,152,0.8488054295614837,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,0.2673691960334765,False
0.0,0.0,22.0,4119.0,0.0,0.0,0.0,61.0,160,-0.4758066588262145,5.902724697902727,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.21432425364357885,False
1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,163,-0.19694095600775172,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,163,-0.824388787349293,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,57.0,50.0,1688.0,0.0,633.4268741330063,135.0,164,1.964268240835335,-0.26463556659170306,0.7710573079406565,-0.2908364166720504,0.2866472561518312,-0.14903979343093765,True
0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,164,-0.824388787349293,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
